"Phylum","Subphylum","Superclass","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Subgenus","species","Describer","Taxon"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Ptenoglossa",,"Triphoroidea","Triphoridae",,,,,,,"Triphoridae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Ptenoglossa",,"Triphoroidea","Triphoridae",,,"Triphora",,,,"Triphora sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Ptenoglossa",,"Triphoroidea","Triphoridae",,,"Triphora",,"catalinensis","(Bartsch 1907)","Triphora catalinensis"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,,,,,,,,,"Neogastropoda"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea",,,,,,,,"Buccinoidea"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Buccinidae",,,,,,,"Buccinidae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Buccinidae","Buccininae",,,,,,"Buccininae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Buccinidae","Buccininae",,"Kelletia",,,,"Kelletia sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Buccinidae","Buccininae",,"Kelletia",,"kelletii","(Forbes 1850)","Kelletia kelletii"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Buccinidae","Buccininae",,"Neptunea",,,,"Neptunea sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Buccinidae","Buccininae",,"Neptunea",,"tabulata","(Baird 1863)","Neptunea tabulata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Buccinidae","Busyconinae",,,,,,"Busyconinae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Buccinidae","Busyconinae",,"Busycotypus",,,,"Busycotypus sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Buccinidae","Busyconinae",,"Busycotypus",,"canaliculatus","(Linnaeus 1758)","Busycotypus canaliculatus"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae",,,,,,,"Columbellidae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,,,,,"Columbellinae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Aesopus",,,,"Aesopus sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Aesopus",,"eurytoideus","(Carpenter 1864)","Aesopus eurytoideus"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Aesopus",,"subturritus","(Carpenter 1866)","Aesopus subturritus"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Alia",,,,"Alia sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Alia",,"carinata","(Hinds 1844)","Alia carinata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Alia",,"tuberosa","(Carpenter 1864)","Alia tuberosa"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Amphissa",,,,"Amphissa sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Amphissa",,"bicolor","Dall 1892","Amphissa bicolor"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Amphissa",,"reticulata","Dall 1916","Amphissa reticulata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Amphissa",,"undata","(Carpenter 1864)","Amphissa undata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Amphissa",,"versicolor","Dall 1871","Amphissa versicolor"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Astyris",,,,"Astyris sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Astyris",,"aurantiaca","Dall 1871","Astyris aurantiaca"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Astyris",,"gausapata","(Gould 1850)","Astyris gausapata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Astyris",,"permodesta","(Dall 1890)","Astyris permodesta"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Decipifus",,,,"Decipifus sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Columbellidae","Columbellinae",,"Decipifus",,"penicillata","(Carpenter 1864)","Decipifus penicillata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Fasciolariidae",,,,,,,"Fasciolariidae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Fasciolariidae","Fusininae",,,,,,"Fusininae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Fasciolariidae","Fusininae",,"Araiofusus",,,,"Araiofusus sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Fasciolariidae","Fusininae",,"Araiofusus",,"araios","Callomon & Snyder 2017","Araiofusus araios"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Fasciolariidae","Fusininae",,"Araiofusus",,"eueides","Callomon & Snyder 2017","Araiofusus eueides"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Fasciolariidae","Fusininae",,"Harfordia",,,,"Harfordia"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Fasciolariidae","Fusininae",,"Harfordia",,"sp",,"Harfordia sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Fasciolariidae","Fusininae",,"Hesperaptyxis",,,,"Hesperaptyxis sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Fasciolariidae","Fusininae",,"Hesperaptyxis",,"luteopictus","(Dall 1877)","Hesperaptyxis luteopictus"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae",,,,,,,"Nassariidae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,,,,,"Nassariinae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,"Caesia",,,,"Caesia sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,"Caesia",,"delosi","""(Woodring in Woodring","Bramlette & Kew 1946)"""
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,"Caesia",,"fossatus","(Gould 1850)","Caesia fossatus"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,"Caesia",,"perpinguis","(Hinds 1844)","Caesia perpinguis"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,"Nassarius",,,,"Nassarius sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,"Nassarius",,"mendicus","(Gould 1850)","Nassarius mendicus"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,"Nassarius",,"tiarula","(Kiener 1841)","Nassarius tiarula"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,"Tritia",,,,"Tritia sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Buccinoidea","Nassariidae","Nassariinae",,"Tritia",,"insculpta","(Carpenter 1864)","Tritia insculpta"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea",,,,,,,,"Muricoidea"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae",,,,,,,"Muricidae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Coralliophillinae",,,,,,"Coralliophillinae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Coralliophillinae",,"Babelomurex",,,,"Babelomurex sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Coralliophillinae",,"Babelomurex",,"oldroydi","(I. Oldroyd 1929)","Babelomurex oldroydi"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Muricopsinae",,,,,,"Muricopsinae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Muricopsinae",,"Maxwellia",,,,"Maxwellia sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Muricopsinae",,"Maxwellia",,"gemma","(G. B. Sowerby II 1879)","Maxwellia gemma"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Muricopsinae",,"Maxwellia",,"santarosana","(Dall 1905)","Maxwellia santarosana"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,,,,,"Ocenebrinae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Acanthinucella",,,,"Acanthinucella sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Acanthinucella",,"punctulata","(G. B. Sowerby I 1835)","Acanthinucella punctulata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Acanthinucella",,"spirata","(de Blainville 1832)","Acanthinucella spirata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Austrotrophon",,,,"Austrotrophon sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Austrotrophon",,"catalinensis","(I. Oldroyd 1927)","Austrotrophon catalinensis"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Ceratostoma",,,,"Ceratostoma sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Ceratostoma",,"foliatum","(Gmelin 1791)","Ceratostoma foliatum"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Ceratostoma",,"nuttalli","(Conrad 1837)","Ceratostoma nuttalli"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Forreria",,,,"Forreria sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Forreria",,"belcheri","(Hinds 1843)","Forreria belcheri"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Mexacanthina",,,,"Mexacanthina sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Mexacanthina",,"lugubris","(G. B. Sowerby I 1822)","Mexacanthina lugubris"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Nucella",,,,"Nucella sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Nucella",,"emarginata","(Deshayes 1839)","Nucella emarginata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Nucella",,"lamellosa","(Gmelin 1791)","Nucella lamellosa"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Nucella",,"ostrina","(Gould 1852)","Nucella ostrina"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Ocinebrina",,,,"Ocinebrina sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Ocinebrina",,"barbarensis","(Gabb 1865)","Ocinebrina barbarensis"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Ocinebrina",,"beta","(Dall 1919)","Ocinebrina beta"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Ocinebrina",,"circumtexta","Stearns 1871","Ocinebrina circumtexta"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Ocinebrina",,"foveolata","(Hinds 1844)","Ocinebrina foveolata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Ocinebrina",,"interfossa","Carpenter 1864","Ocinebrina interfossa"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Pteropurpura",,,,"Pteropurpura sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Pteropurpura",,"festiva","(Hinds 1844)","Pteropurpura festiva"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Pteropurpura",,"macroptera","(Deshayes 1839)","Pteropurpura macroptera"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Pteropurpura",,"trialata","(G. B. Sowerby II 1834)","Pteropurpura trialata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Pteropurpura",,"vokesae","Emerson 1964","Pteropurpura vokesae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Roperia",,,,"Roperia sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Ocenebrinae",,"Roperia",,"poulsoni","(Carpenter 1864)","Roperia poulsoni"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Rapaninae",,,,,,"Rapaninae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Rapaninae",,"Stramonita",,,,"Stramonita sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Rapaninae",,"Stramonita",,"biserialis","(de Blainville 1832)","Stramonita biserialis"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Trophoninae",,,,,,"Trophoninae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Trophoninae",,"Boreotrophon",,,,"Boreotrophon sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Trophoninae",,"Boreotrophon",,"avalonensis","Dall 1902","Boreotrophon avalonensis"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Trophoninae",,"Boreotrophon",,"bentleyi","Dall 1908","Boreotrophon bentleyi"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Trophoninae",,"Boreotrophon",,"eucymatus","Dall 1902","Boreotrophon eucymatus"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Trophoninae",,"Boreotrophon",,"multicostatus","(Eschscholtz 1829)","Boreotrophon multicostatus"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Trophoninae",,"Scabrotrophon",,,,"Scabrotrophon sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Trophoninae",,"Scabrotrophon",,"grovesi","McLean 1996","Scabrotrophon grovesi"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Muricidae","Trophoninae",,"Scabrotrophon",,"maltzani","(Kobelt & Knster 1878)","Scabrotrophon maltzani"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Marginellidae",,,,,,,"Marginellidae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Marginellidae","Marginellinae",,,,,,"Marginellinae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Marginellidae","Marginellinae",,"Volvarina",,,,"Volvarina sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Marginellidae","Marginellinae",,"Volvarina",,"taeniolata","M÷rch 1860","Volvarina taeniolata"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae",,,,,,,"Cysticidae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Persiculinae",,,,,,"Persiculinae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Persiculinae",,"Gibberula",,,,"Gibberula sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Persiculinae",,"Gibberula",,"subtrigona","(Carpenter 1864)","Gibberula subtrigona"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Granulininae",,,,,,"Granulininae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Granulininae",,"Granulina",,,,"Granulina sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Granulininae",,"Granulina",,"margaritula","(Carpenter 1857)","Granulina margaritula"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Plesiocysticinae",,,,,,"Plesiocysticinae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Plesiocysticinae",,"Plesiocystiscus",,,,"Plesiocystiscus sp"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Plesiocysticinae",,"Plesiocystiscus",,"myrmecoon","(Dall 1919)","Plesiocystiscus myrmecoon"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Cysticidae","Plesiocysticinae",,"Plesiocystiscus",,"politulus","(Dall 1919)","Plesiocystiscus politulus"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Mitridae",,,,,,,"Mitridae"
"MOLLUSCA","Conchifera",,"Gastropoda","Orthogastropoda",,"Caenogastropoda","Hypsogastropoda","Neogastropoda",,"Muricoidea","Mitridae",,,"Mitra",,,,"Mitra sp"
